id,building_name,class_field,name,korname
0a57cc92,19집 8호 평안남도청사,Material,타일,타일
8fc20ffe,19집 8호 평안남도청사,Material,타일,타일
47311216,19집 8호 평안남도청사,Material,테라조,테라조
51864d78,19집 8호 평안남도청사,Material,인조석,인조석
45899f37,19집 8호 평안남도청사,Material,플라스터,플라스터
7702cccb,19집 8호 평안남도청사,Material,타일,타일
72a65fcf,19집 8호 평안남도청사,Material,모르타르스톤코트,모르타르스톤코트
8483079e,19집 8호 평안남도청사,Material,테라조,테라조
886e397f,19집 8호 평안남도청사,Material,인조석,인조석
d1b9a101,19집 8호 평안남도청사,Material,플라스터,플라스터
733aa312,19집 8호 평안남도청사,Material,타일,타일
dc676980,19집 8호 평안남도청사,Material,타일,타일
bab94e54,19집 8호 평안남도청사,Material,메탈실링,메탈실링
cd6bc75a,19집 8호 평안남도청사,Material,페인트,페인트
7288823c,19집 8호 평안남도청사,Material,플라스터,플라스터
2b6a7007,19집 8호 평안남도청사,Material,리놀륨,리놀륨
d07af1e6,19집 8호 평안남도청사,Material,플라스터,플라스터
cf807f4d,19집 8호 평안남도청사,Material,플라스터,플라스터
77bd28bf,19집 8호 평안남도청사,Material,목재,목재
5ddfce86,19집 8호 평안남도청사,Material,벽지,벽지
dfde8ddd,19집 8호 평안남도청사,Material,벽지,벽지
ea3755e5,19집 8호 평안남도청사,Material,플라스터,플라스터
256e0e27,19집 8호 평안남도청사,Material,페인트,페인트
80c64b43,19집 8호 평안남도청사,Material,플라스터,플라스터
9a2f251f,19집 8호 평안남도청사,Material,페인트,페인트
cee8863f,19집 8호 평안남도청사,Material,페인트,페인트
927c9480,19집 8호 평안남도청사,Material,벽지,벽지
ad8f829b,19집 8호 평안남도청사,Material,벽지,벽지
cc3cd445,19집 8호 평안남도청사,Material,플라스터,플라스터
43e3e8aa,19집 8호 평안남도청사,Material,페인트,페인트
2e6ddc70,19집 8호 평안남도청사,Material,리놀륨,리놀륨
eacbe57f,19집 8호 평안남도청사,Material,타일,타일
961b161b,19집 8호 평안남도청사,Material,페인트,페인트
1fda0af1,19집 8호 평안남도청사,Material,페인트,페인트
4dd99218,19집 8호 평안남도청사,Material,플라스터,플라스터
e71ea00e,19집 8호 평안남도청사,Material,페인트,페인트
5b64ebe9,19집 8호 평안남도청사,Material,플라스터,플라스터
10a93a6f,19집 8호 평안남도청사,Material,플라스터,플라스터
f364a6e9,19집 8호 평안남도청사,Material,플로어링블록,플로어링블록
dec596bc,19집 8호 평안남도청사,Material,목재,목재
61961151,19집 8호 평안남도청사,Material,플라스터,플라스터
657e31ea,19집 8호 평안남도청사,Material,마대,마대
bc299ede,19집 8호 평안남도청사,Material,페인트,페인트
32c0c758,19집 8호 평안남도청사,Material,플라스터,플라스터
c7837595,19집 8호 평안남도청사,Material,타일,타일
6a783d5b,19집 8호 평안남도청사,Material,타일,타일
28830c19,19집 8호 평안남도청사,Material,플라스터,플라스터
5db6389e,19집 8호 평안남도청사,Material,모르타르스톤코트,모르타르스톤코트
6cdf75a1,19집 8호 평안남도청사,Material,플라스터,플라스터
4e1e12c3,19집 8호 평안남도청사,Material,모르타르,모르타르
9a73dd5a,19집 8호 평안남도청사,Material,모르타르,모르타르
6b8df093,19집 8호 평안남도청사,Material,모르타르,모르타르
4da77ef7,19집 8호 평안남도청사,Material,다다미,다다미
d66c43dd,19집 8호 평안남도청사,Material,목제,목제
5a0d0f93,19집 8호 평안남도청사,Material,플라스터,플라스터
189bb076,19집 8호 평안남도청사,Material,리놀륨,리놀륨
f6f19644,19집 8호 평안남도청사,Material,타일,타일
b979e8b3,19집 8호 평안남도청사,Material,페인트,페인트
f38b30a9,19집 8호 평안남도청사,Material,아스팔트,아스팔트
4f7752a3,19집 8호 평안남도청사,Material,아스팔트,아스팔트
04044bf6,19집 8호 평안남도청사,Material,아스팔트,아스팔트
6f9554e0,19집 8호 평안남도청사,Material,아스팔트,아스팔트
fe6c5b1c,19집 8호 평안남도청사,Material,아스팔트,아스팔트
7c4f68cb,19집 8호 평안남도청사,Material,리놀륨,리놀륨
023b8a3e,19집 8호 평안남도청사,Material,타일,타일
557d243a,19집 8호 평안남도청사,Material,페인트,페인트
ec91ec99,19집 8호 평안남도청사,Material,모르타르,모르타르
3e8f0dc3,19집 8호 평안남도청사,Material,모르타르,모르타르
d66fb745,19집 8호 평안남도청사,Material,모르타르,모르타르
e459e4de,19집 8호 평안남도청사,Material,모르타르,모르타르
3a837e53,19집 8호 평안남도청사,Material,플라스터,플라스터
b60287e9,19집 8호 평안남도청사,Material,모르타르,모르타르
fd60516d,19집 8호 평안남도청사,Material,플라스터,플라스터
a09d4ea1,19집 8호 평안남도청사,Material,플라스터,플라스터
97fb6612,19집 8호 평안남도청사,Material,다다미,다다미
495534d2,19집 8호 평안남도청사,Material,회반죽,회반죽
0cc64ec0,19집 8호 평안남도청사,Material,회반죽,회반죽
c1f59e3e,19집 8호 평안남도청사,Material,목제,목제
78f600b9,19집 8호 평안남도청사,Material,플라스터,플라스터
388190af,19집 8호 평안남도청사,Material,플라스터,플라스터
c6256c40,19집 8호 평안남도청사,Material,페인트,페인트
773e8bd4,19집 8호 평안남도청사,Structure,철근콘크리트조,철근콘크리트조
5bc608af,19집 8호 평안남도청사,Facility,난방,난방
c5c82c6e,19집 8호 평안남도청사,Facility,중력식 증기난방,중력식 증기난방
c056217d,19집 8호 평안남도청사,Facility,수세식 오수 정화조,수세식 오수 정화조
6ecb48ad,19집 8호 평안남도청사,Facility,전기,전기
e5e065d0,19집 8호 평안남도청사,Facility,전등,전등
7c1a1f93,19집 8호 평안남도청사,Facility,시계,시계
3f8d6872,19집 8호 평안남도청사,Facility,전화,전화
6cdc3e3b,19집 8호 평안남도청사,Facility,전기종,전기종
8b92bed4,19집 8호 평안남도청사,StartDate,1937년 9월 19일,1937년 9월 19일
ad9adc9a,19집 8호 평안남도청사,EndDate,1939년 8월 15일,1939년 8월 15일
cbea685e,19집 8호 평안남도청사,Cost,"267,000","267,000"
74ee8bfc,19집 8호 평안남도청사,Cost,"69,000","69,000"
f762fa34,19집 8호 평안남도청사,Cost,"36,000","36,000"
6c6e3290,19집 8호 평안남도청사,Architect,총독부 회계과 영선계,총독부 회계과 영선계
3197f73a,19집 8호 평안남도청사,Builder,다전공무점(多田工務店),다전공무점(多田工務店)
eb1d8316,19집 8호 평안남도청사,Supplier,경성 동구(東口),경성 동구(東口)
de30c27a,19집 8호 평안남도청사,Supplier,경성 산전령태랑(山田鈴太郎),경성 산전령태랑(山田鈴太郎)
